"","Date","JonesExp","BanksExpSWP","BanksExpCVP","Alt"
"358",1951-07-31,"0","0","0","EXP1 090623"
"359",1951-08-31,"0","0","0","EXP1 090623"
"360",1951-09-30,"0","0","0","EXP1 090623"
"361",1951-10-31,"0","0","0","EXP1 090623"
"362",1951-11-30,"0","0","0","EXP1 090623"
"363",1951-12-31,"0","0","0","EXP1 090623"
"364",1952-01-31,"0","0","0","EXP1 090623"
"365",1952-02-29,"0","0","0","EXP1 090623"
"366",1952-03-31,"0","0","0","EXP1 090623"
"367",1952-04-30,"0","0","0","EXP1 090623"
"368",1952-05-31,"0","0","0","EXP1 090623"
"369",1952-06-30,"0","0","0","EXP1 090623"
"370",1952-07-31,"0","0","0","EXP1 090623"
"371",1952-08-31,"0","0","0","EXP1 090623"
"372",1952-09-30,"0","0","0","EXP1 090623"
"373",1952-10-31,"0","0","0","EXP1 090623"
"374",1952-11-30,"0","0","0","EXP1 090623"
"375",1952-12-31,"0","0","0","EXP1 090623"
"376",1953-01-31,"0","0","0","EXP1 090623"
"377",1953-02-28,"0","0","0","EXP1 090623"
"378",1953-03-31,"0","0","0","EXP1 090623"
"379",1953-04-30,"0","0","0","EXP1 090623"
"380",1953-05-31,"0","0","0","EXP1 090623"
"381",1953-06-30,"0","0","0","EXP1 090623"
"382",1953-07-31,"0","0","0","EXP1 090623"
"383",1953-08-31,"0","0","0","EXP1 090623"
"384",1953-09-30,"0","0","0","EXP1 090623"
"385",1953-10-31,"0","0","0","EXP1 090623"
"386",1953-11-30,"0","0","0","EXP1 090623"
"387",1953-12-31,"0","0","0","EXP1 090623"
"388",1954-01-31,"0","0","0","EXP1 090623"
"389",1954-02-28,"0","0","0","EXP1 090623"
"390",1954-03-31,"0","0","0","EXP1 090623"
"391",1954-04-30,"0","0","0","EXP1 090623"
"392",1954-05-31,"0","0","0","EXP1 090623"
"393",1954-06-30,"0","0","0","EXP1 090623"
"394",1954-07-31,"0","0","0","EXP1 090623"
"395",1954-08-31,"0","0","0","EXP1 090623"
"396",1954-09-30,"0","0","0","EXP1 090623"
"397",1954-10-31,"0","0","0","EXP1 090623"
"398",1954-11-30,"0","0","0","EXP1 090623"
"399",1954-12-31,"0","0","0","EXP1 090623"
"400",1955-01-31,"0","0","0","EXP1 090623"
"401",1955-02-28,"0","0","0","EXP1 090623"
"402",1955-03-31,"0","0","0","EXP1 090623"
"403",1955-04-30,"0","0","0","EXP1 090623"
"404",1955-05-31,"0","0","0","EXP1 090623"
"405",1955-06-30,"0","0","0","EXP1 090623"
"406",1955-07-31,"0","0","0","EXP1 090623"
"407",1955-08-31,"0","0","0","EXP1 090623"
"408",1955-09-30,"0","0","0","EXP1 090623"
"409",1955-10-31,"0","0","0","EXP1 090623"
"410",1955-11-30,"0","0","0","EXP1 090623"
"411",1955-12-31,"0","0","0","EXP1 090623"
"412",1956-01-31,"0","0","0","EXP1 090623"
"413",1956-02-29,"0","0","0","EXP1 090623"
"414",1956-03-31,"0","0","0","EXP1 090623"
"415",1956-04-30,"0","0","0","EXP1 090623"
"416",1956-05-31,"0","0","0","EXP1 090623"
"417",1956-06-30,"0","0","0","EXP1 090623"
"418",1956-07-31,"0","0","0","EXP1 090623"
"419",1956-08-31,"0","0","0","EXP1 090623"
"420",1956-09-30,"0","0","0","EXP1 090623"
"421",1956-10-31,"0","0","0","EXP1 090623"
"422",1956-11-30,"0","0","0","EXP1 090623"
"423",1956-12-31,"0","0","0","EXP1 090623"
"424",1957-01-31,"0","0","0","EXP1 090623"
"425",1957-02-28,"0","0","0","EXP1 090623"
"426",1957-03-31,"0","0","0","EXP1 090623"
"427",1957-04-30,"0","0","0","EXP1 090623"
"428",1957-05-31,"0","0","0","EXP1 090623"
"429",1957-06-30,"0","0","0","EXP1 090623"
"430",1957-07-31,"0","0","0","EXP1 090623"
"431",1957-08-31,"0","0","0","EXP1 090623"
"432",1957-09-30,"0","0","0","EXP1 090623"
"433",1957-10-31,"0","0","0","EXP1 090623"
