"","Date","DO","Alt"
"387",1953-12-31,"12531.503604573858","EXP1 071323"
"388",1954-01-31,"39371.506029847216","EXP1 071323"
"389",1954-02-28,"65331.225069064589","EXP1 071323"
"390",1954-03-31,"59041.696427835283","EXP1 071323"
"391",1954-04-30,"54339.591789516853","EXP1 071323"
"392",1954-05-31,"16047.803043501452","EXP1 071323"
"393",1954-06-30,"5685.1710964329386","EXP1 071323"
"394",1954-07-31,"0","EXP1 071323"
"395",1954-08-31,"0","EXP1 071323"
"396",1954-09-30,"6012.8298178188697","EXP1 071323"
"397",1954-10-31,"4863.6253686663958","EXP1 071323"
"398",1954-11-30,"14932.772782925796","EXP1 071323"
"399",1954-12-31,"30646.571808212178","EXP1 071323"
"400",1955-01-31,"30579.822384362182","EXP1 071323"
"401",1955-02-28,"17657.148133431074","EXP1 071323"
"402",1955-03-31,"15604.641354671716","EXP1 071323"
"403",1955-04-30,"21998.250897852762","EXP1 071323"
"404",1955-05-31,"15042.679845793287","EXP1 071323"
"405",1955-06-30,"1441.9116063727643","EXP1 071323"
"406",1955-07-31,"0","EXP1 071323"
"407",1955-08-31,"0","EXP1 071323"
"408",1955-09-30,"3281.2167346976908","EXP1 071323"
"409",1955-10-31,"2259.2929558285286","EXP1 071323"
"410",1955-11-30,"7967.0050580306679","EXP1 071323"
"411",1955-12-31,"172152.62975981241","EXP1 071323"
"412",1956-01-31,"204620.77018425849","EXP1 071323"
"413",1956-02-29,"110430.46432406326","EXP1 071323"
"414",1956-03-31,"66661.017281873297","EXP1 071323"
"415",1956-04-30,"36434.500466058969","EXP1 071323"
"416",1956-05-31,"40656.576238020498","EXP1 071323"
"417",1956-06-30,"12550.244952331255","EXP1 071323"
"418",1956-07-31,"1925.7774808184793","EXP1 071323"
"419",1956-08-31,"1683.8651546391304","EXP1 071323"
"420",1956-09-30,"8242.2264486507083","EXP1 071323"
"421",1956-10-31,"11195.582392673923","EXP1 071323"
"422",1956-11-30,"7488.6395968384286","EXP1 071323"
"423",1956-12-31,"7344.7855612397316","EXP1 071323"
"424",1957-01-31,"16770.215185595382","EXP1 071323"
"425",1957-02-28,"42430.079202875189","EXP1 071323"
"426",1957-03-31,"62699.351771844966","EXP1 071323"
"427",1957-04-30,"27249.434660566978","EXP1 071323"
"428",1957-05-31,"35032.253348734797","EXP1 071323"
"429",1957-06-30,"7935.4768604455876","EXP1 071323"
"430",1957-07-31,"0","EXP1 071323"
"431",1957-08-31,"499.99999999999653","EXP1 071323"
"432",1957-09-30,"9369.7368086792994","EXP1 071323"
"433",1957-10-31,"18120.143382840513","EXP1 071323"
"434",1957-11-30,"11590.627871954686","EXP1 071323"
"435",1957-12-31,"31686.00284616269","EXP1 071323"
"436",1958-01-31,"51939.086721231019","EXP1 071323"
"437",1958-02-28,"219268.799303523","EXP1 071323"
"438",1958-03-31,"130917.96130602917","EXP1 071323"
"439",1958-04-30,"136461.30834374044","EXP1 071323"
"440",1958-05-31,"54064.735480554875","EXP1 071323"
"441",1958-06-30,"23690.810955060238","EXP1 071323"
"442",1958-07-31,"3990.0223465146087","EXP1 071323"
"443",1958-08-31,"4190.0312397434145","EXP1 071323"
"444",1958-09-30,"10616.493459808884","EXP1 071323"
"445",1958-10-31,"8146.2613526403184","EXP1 071323"
"446",1958-11-30,"7902.9766283163881","EXP1 071323"
"447",1958-12-31,"9187.7937309759527","EXP1 071323"
"448",1959-01-31,"40463.320301291242","EXP1 071323"
"449",1959-02-28,"74404.462577066763","EXP1 071323"
"450",1959-03-31,"30517.814288870839","EXP1 071323"
"451",1959-04-30,"17024.057902267275","EXP1 071323"
"452",1959-05-31,"6079.4767138593734","EXP1 071323"
"453",1959-06-30,"2599.6371417417454","EXP1 071323"
"454",1959-07-31,"0","EXP1 071323"
"455",1959-08-31,"0","EXP1 071323"
"456",1959-09-30,"13157.407788311828","EXP1 071323"
"457",1959-10-31,"3311.3209376524601","EXP1 071323"
"458",1959-11-30,"3763.0757076491041","EXP1 071323"
"459",1959-12-31,"6665.0917336634166","EXP1 071323"
"460",1960-01-31,"18508.907919315086","EXP1 071323"
"461",1960-02-29,"67800.693293071003","EXP1 071323"
"462",1960-03-31,"47375.088042468429","EXP1 071323"
"463",1960-04-30,"21432.597652501485","EXP1 071323"
"464",1960-05-31,"12052.686130085884","EXP1 071323"
"465",1960-06-30,"479.41132521285044","EXP1 071323"
"466",1960-07-31,"0","EXP1 071323"
"467",1960-08-31,"0","EXP1 071323"
"468",1960-09-30,"2130.6271802803917","EXP1 071323"
"469",1960-10-31,"3370.8878302607709","EXP1 071323"
"470",1960-11-30,"15244.841120448136","EXP1 071323"
"471",1960-12-31,"25807.026495454771","EXP1 071323"
"472",1961-01-31,"16137.232274214924","EXP1 071323"
"473",1961-02-28,"46185.303111180598","EXP1 071323"
"474",1961-03-31,"31467.797231425662","EXP1 071323"
"475",1961-04-30,"17542.85437148689","EXP1 071323"
"476",1961-05-31,"9411.9692512779475","EXP1 071323"
"477",1961-06-30,"104.2270796611767","EXP1 071323"
"478",1961-07-31,"0","EXP1 071323"
"479",1961-08-31,"0","EXP1 071323"
"480",1961-09-30,"2719.7371897975631","EXP1 071323"
"481",1961-10-31,"2340.2777613977228","EXP1 071323"
"482",1961-11-30,"8166.4925985205091","EXP1 071323"
"483",1961-12-31,"24608.377244559128","EXP1 071323"
"484",1962-01-31,"13747.335965418042","EXP1 071323"
"485",1962-02-28,"107632.20162128772","EXP1 071323"
"486",1962-03-31,"48007.056360257135","EXP1 071323"
"487",1962-04-30,"29196.204833057574","EXP1 071323"
"488",1962-05-31,"15465.242133129384","EXP1 071323"
"489",1962-06-30,"3204.5433030415461","EXP1 071323"
"490",1962-07-31,"0","EXP1 071323"
"491",1962-08-31,"0","EXP1 071323"
"492",1962-09-30,"2807.0003155544982","EXP1 071323"
"493",1962-10-31,"66424.034284545531","EXP1 071323"
"494",1962-11-30,"13271.883112577681","EXP1 071323"
"495",1962-12-31,"38287.376425891212","EXP1 071323"
"496",1963-01-31,"23423.994540807857","EXP1 071323"
"497",1963-02-28,"101532.38334662419","EXP1 071323"
"498",1963-03-31,"38131.947866206545","EXP1 071323"
"499",1963-04-30,"104860.91878878283","EXP1 071323"
"500",1963-05-31,"46895.109171517899","EXP1 071323"
"501",1963-06-30,"10463.734854216053","EXP1 071323"
"502",1963-07-31,"524.6976056911368","EXP1 071323"
"503",1963-08-31,"1844.0138107378664","EXP1 071323"
"504",1963-09-30,"7722.6179282994044","EXP1 071323"
"505",1963-10-31,"10905.145241418209","EXP1 071323"
"506",1963-11-30,"31675.345400693226","EXP1 071323"
